research_status,decision_unit_id,governed_project_name,presentation_category,source_department,source_domain,candidate_source_title,source_url,arcgis_item_id,arcgis_service_id,layer_id,feature_object_id,source_agency,geometry_type,geometry_origin,source_date,last_updated_date,historically_compatible_with_2026_01_21,historical_fit_judgment,match_identifiers,match_method,match_confidence,ambiguity_flag,ambiguity_notes,multiple_possible_features,governance_eligibility,display_role,secondary_evidence,research_notes
CANDIDATE / RESEARCH / NOT YET GOVERNED,transportation/west-william-cannon-rehab,Bridge Rehabilitation & Reconstruction Program - West William Cannon Dr. Rehab,Transportation,ATPW,Transportation,Official bridge-program project records and asset memorandum,https://services.austintexas.gov/edims/document.cfm?id=471428,,,,,City of Austin,no geometry,none,2026-05-07,,CONDITIONAL_STABLE_LOCATION,CONDITIONAL_STABLE_LOCATION: post-snapshot memo describes a stable existing bridge asset; later project status must be excluded,William Cannon Drive over Union Pacific Railroad,Strong official corridor/asset-name linkage; no defensible source-native line or footprint found,MEDIUM,false,,false,NEEDS_MORE_EVIDENCE,UNMAPPED_CORRIDOR_OR_ASSET,,Do not geocode a road-name midpoint or force a pin. Prefer an official project line/bridge footprint if later found.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/10878.010,Waller Creek - Waller Creek Tunnel Outlet Improvement Project,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,306,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 10878.010; GIS CIP_ID 10878.01; GIS name Waller Creek - Waller Creek Tunnel Outlet Improvement Project,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-cgjw~6uku-n24j; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/11889.004,William Cannon Drive Corridor - US 290 to East of Brodie Ln,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,283,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 11889.004; GIS CIP_ID 11889.004; GIS name William Cannon Drive Corridor - US 290 to East of Brodie Ln,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,RNA Projects layer 8 exact ID; OBJECTID 352; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/4015.001,Country Club Creek (Between Metcalfe & Oltorf) Wastewater Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,327,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 4015.001; GIS CIP_ID 4015.001; GIS name Country Club Creek (Between Metcalfe & Oltorf) Wastewater Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-63z9~4hcb-4qre; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5282.043,Tannehill Creek - Morris Williams Stormwater Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,200,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5282.043; GIS CIP_ID 5282.043; GIS name Tannehill Creek - Morris Williams Stormwater Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-yhkr-88xq-4hha; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 412; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5282.133,Boggy Creek - Kealing Park Green Infrastructure Retrofit,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,248,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5282.133; GIS CIP_ID 5282.133; GIS name Boggy Creek - Kealing Park Green Infrastructure Retrofit,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-ys5a.tnvn~t3sa; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 497; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5282.134,Tannehill Creek - Bartholomew Park Stormwater Treatment Retrofit,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,222,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5282.134; GIS CIP_ID 5282.134; GIS name Tannehill Creek - Bartholomew Park Stormwater Treatment Retrofit,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-rea7_8gbv_kveh; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 194; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5282.150,Lady Bird Lake - West Austin Park Water Quality Retrofits,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,197,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.514000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5282.150; GIS CIP_ID 5282.15; GIS name Lady Bird Lake - West Austin Park Water Quality Retrofits,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-hzkf_35ca.8w8n; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5282.162,Colorado River - CAPEX Water Quality Control,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,325,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5282.162; GIS CIP_ID 5282.162; GIS name Colorado River - CAPEX Water Quality Control,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-7e4q-wi7z-b934; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5754.089,Walnut Creek - McNeil Drive Low Water Crossing Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,214,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5754.089; GIS CIP_ID 5754.089; GIS name Walnut Creek - McNeil Drive Low Water Crossing Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-gq3f-9x2h-e24v; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 305; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5754.139,Onion Creek - Paces Mill Creek Flood Risk Reduction,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,293,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5754.139; GIS CIP_ID 5754.139; GIS name Onion Creek - Paces Mill Creek Flood Risk Reduction,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-75kn_6yr7.m8sj; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5754.145,Dry Creek North - Highland Hills Low Water Crossing Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,319,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.634000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5754.145; GIS CIP_ID 5754.145; GIS name Dry Creek North - Highland Hills Low Water Crossing Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-enfr_bqcd_jmfr; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5754.147,Boggy Creek - Corps Flood Control Channel Ecosystem Restoration,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,328,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5754.147; GIS CIP_ID 5754.147; GIS name Boggy Creek - Corps Flood Control Channel Ecosystem Restoration,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-uzc7~kyvk_jx7u; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5754.149,Country Club West - Riverside Farms Low Water Crossing Improvements Project,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,326,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5754.149; GIS CIP_ID 5754.149; GIS name Country Club West - Riverside Farms Low Water Crossing Improvements Project,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.075,"Waller Creek - Guadalupe St, W. 35-37th Storm Drain Improvements",Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,291,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint","governed CIP ID 5789.075; GIS CIP_ID 5789.075; GIS name Waller Creek - Guadalupe St, W. 35-37th Storm Drain Improvements",Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-wqb3.tbc2-q3mx; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 165; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.107,Barton Creek – Oak Park Local Flood Risk Reduction Project,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,240,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.107; GIS CIP_ID 5789.107; GIS name Barton Creek – Oak Park Local Flood Risk Reduction Project,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-g4pu-99r7-jzmx; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 366; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.121,Taylor Slough South - Warren St Storm Drain Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,220,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.121; GIS CIP_ID 5789.121; GIS name Taylor Slough South - Warren St Storm Drain Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-6prk_7ysw~iq9t; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 234; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.126,Walnut Creek - North Acres Storm Drain Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,208,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.126; GIS CIP_ID 5789.126; GIS name Walnut Creek - North Acres Storm Drain Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-nq5w.nt72~bkcd; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 217; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.127,"Zilker, Bluebonnet Hether, Water and Wastewater Pipeline Renewal",Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,362,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.127; GIS CIP_ID 5789.127; GIS name West Bouldin Creek -  Hether St. Stormdrain Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,true,"Exact CIP ID, but GIS name describes West Bouldin/Hether storm-drain work while the governed name describes a Zilker/Bluebonnet/Hether water-and-wastewater pipeline renewal; hold for identity/scope review.",true,HOLD_IDENTITY_SCOPE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,RNA Projects layer 8 exact ID; OBJECTID 379; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.136,Slaughter Creek - Vassal Dr Storm Drain Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,198,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.514000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.136; GIS CIP_ID 5789.136; GIS name Slaughter Creek - Vassal Dr Storm Drain Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-prxh.68sw~32yp; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.139,Walnut Creek - West Cow Path Flood Risk Reduction,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,276,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.139; GIS CIP_ID 5789.139; GIS name Walnut Creek - West Cow Path Flood Risk Reduction,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
